tree	subject	relation	object	class
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( NP  ( CD 5 )   ( NNS times )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( NNS study )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( DT a )   ( NN bachelor )   ( POS s )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( JJ political )   ( NNS science )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( NNS study )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( DT a )   ( NN bachelor )   ( POS s )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( JJ industrial )   ( NNS relations )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( JJ political )   ( NNS science )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( DT the )   ( NN master )   ( POS s )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBZ has ) 	 ( NP  ( DT the )   ( NN master )   ( POS s )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP girard )  )   ( VP  ( VP  ( VBZ has )   ( NP  ( NP  ( NP  ( DT a )   ( NN bachelor )   ( POS s )  )   ( NN degree )  )   ( PP  ( IN in )   ( NP  ( NP  ( JJ political )   ( NNS science )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP Universite )   ( IN de )   ( NNP montreal )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD did )   ( NP  ( NNS study )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NN master )   ( POS s )  )   ( NN degree )  )  )   ( PP  ( IN in )   ( NP  ( JJ industrial )   ( NNS relations )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP girard )  ) 	 ( VBD did ) 	 ( NP  ( JJ industrial )   ( NNS relations )  ) 	0
 ( ROOT  ( S  ( NP  ( PRP It )  )   ( VP  ( VBD be )   ( NP  ( NP  ( # # )   ( CD 109 )  )   ( PP  ( IN on )   ( NP  ( DT the )   ( NNP billboard )   ( CD 200 )   ( NN chart )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP It )  ) 	 ( VBD be ) 	 ( PP  ( IN on )   ( NP  ( DT the )   ( NNP billboard )   ( CD 200 )   ( NN chart )  )  ) 	0
 ( ROOT  ( S  ( NP  ( PRP It )  )   ( VP  ( VBD be )   ( NP  ( NP  ( # # )   ( CD 109 )  )   ( PP  ( IN on )   ( NP  ( DT the )   ( NNP billboard )   ( CD 200 )   ( NN chart )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP It )  ) 	 ( VBD be ) 	 ( NP  ( DT the )   ( NNP billboard )   ( CD 200 )   ( NN chart )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP robert )   ( NNP Barnard )  )   ( VP  ( VBZ be )   ( NP  ( NP  ( DT an )   ( JJ English )   ( NN crime )   ( NN writer )  )   ( CC and )   ( NP  ( NN critic )   ( CC and )   ( NN lecturer )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP robert )   ( NNP Barnard )  ) 	 ( VBZ be ) 	 ( NP  ( DT an )   ( JJ English )   ( NN crime )   ( NN writer )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP robert )   ( NNP Barnard )  )   ( VP  ( VBZ be )   ( NP  ( NP  ( DT an )   ( JJ English )   ( NN crime )   ( NN writer )  )   ( CC and )   ( NP  ( NN critic )   ( CC and )   ( NN lecturer )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP robert )   ( NNP Barnard )  ) 	 ( VBZ be ) 	 ( NP  ( NN critic )   ( CC and )   ( NN lecturer )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP robert )   ( NNP Barnard )  )   ( VP  ( VBZ be )   ( NP  ( NP  ( DT an )   ( JJ English )   ( NN crime )   ( NN writer )  )   ( CC and )   ( NP  ( NN critic )   ( CC and )   ( NN lecturer )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP robert )   ( NNP Barnard )  ) 	 ( VBZ be ) 	 ( NP  ( NP  ( DT an )   ( JJ English )   ( NN crime )   ( NN writer )  )   ( CC and )   ( NP  ( NN critic )   ( CC and )   ( NN lecturer )  )  ) 	0
