@relation rillof.triples.sentences.txt-weka.filters.unsupervised.attribute.NumericToBinary-R5

@attribute tree string
@attribute subject string
@attribute relation string
@attribute object string
@attribute class_binarized {0,1}

@data
' ( ROOT ( S ( NP ( DT The ) ( JJ post-war ) ( NN era ) ) ( VP ( VBD saw ) ( NP ( NP ( DT the ) ( NN creation ) ) ( PP ( IN of ) ( NP ( NNP New ) ( NNP college ) ) ) ) ( PP ( IN in ) ( NP ( NP ( CD 1962 ) ( CC and ) ( NNP Innis ) ( NNP college ) ) ( PP ( IN in ) ( NP ( CD 1964 ) ( CC and ) ( NNP Woodsworth ) ( NNP college ) ) ) ) ) ( UCP ( PP ( IN in ) ( NP ( CD 1974 ) ) ) ( CC and ) ( S ( NP ( NP ( DT all ) ) ( PP ( IN of ) ( NP ( PRP them ) ) ) ) ( ADJP ( JJ nondenominational ) ) ) ) ) ( . . ) ) ) ',' ( NP ( DT The ) ( JJ post-war ) ( NN era ) ) ',' ( VBD saw ) ',' ( NP ( NP ( DT the ) ( NN creation ) ) ( PP ( IN of ) ( NP ( NNP New ) ( NNP college ) ) ) ) ',1
' ( ROOT ( S ( NP ( DT the ) ( NN perpetrator ) ) ( VP ( VBN attempted ) ( S ( VP ( TO to ) ( VP ( VB kill ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN perpetrator ) ) ',' ( VB Attemptedtokill ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( DT the ) ( NN perpetrator ) ) ( VP ( VBN bombed ) ) ) ) ',' ( NP ( DT the ) ( NN perpetrator ) ) ',' ( VB Bombed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( DT the ) ( NN victim ) ) ( VP ( VBD be ) ( VP ( VBN murdered ) ) ) ) ) ',' ( NP ( DT the ) ( NN victim ) ) ',' ( VB Murdered ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( DT The ) ( NNP New ) ( NNP zealand ) ( NNP Naval ) ( NNP force ) ) ( VP ( VBD be ) ( NP ( NP ( DT a ) ( NN division ) ) ( PP ( IN of ) ( NP ( DT the ) ( NNP royal ) ( NNP navy ) ) ) ) ) ( . . ) ) ) ',' ( NP ( DT The ) ( NNP New ) ( NNP zealand ) ( NNP Naval ) ( NNP force ) ) ',' ( VBD be ) ',' ( NP ( NP ( DT a ) ( NN division ) ) ( PP ( IN of ) ( NP ( DT the ) ( NNP royal ) ( NNP navy ) ) ) ) ',0
' ( ROOT ( S ( NP ( DT The ) ( NNP roman ) ( NNP catholic ) ( NNP church ) ) ( VP ( VBD denied ) ( NP ( NNP tuesday ) ) ( SBAR ( IN that ) ( S ( NP ( PRP it ) ) ( VP ( VBD be ) ( VP ( VBG sheltering ) ( S ( S ( NP ( DT a ) ( JJ top ) ( JJ Croatian ) ( NN war ) ( NNS crime ) ) ( ADJP ( JJ suspect ) ) ) ( CC and ) ( PP ( IN after ) ( NP ( NP ( DT an ) ( NN allegation ) ) ( PP ( IN by ) ( NP ( DT a ) ( NNP United ) ( NNPS nation ) ( NN prosecutor ) ) ) ( SBAR ( SBAR ( IN that ) ( S ( NP ( DT the ) ( NN suspect ) ) ( VP ( VBD be ) ( S ( VP ( VBG hiding ) ( PP ( IN in ) ( NP ( DT a ) ( NN monastery ) ) ) ) ) ) ) ) ( CC and ) ( SBAR ( IN that ) ( S ( NP ( DT the ) ( NNP vatican ) ) ( VP ( VBD had ) ( VP ( VBN refused ) ( S ( NP ( NNS plea ) ) ( VP ( TO to ) ( VP ( VB help ) ( S ( VP ( VB find ) ( NP ( PRP him ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( DT The ) ( NNP roman ) ( NNP catholic ) ( NNP church ) ) ',' ( VBD denied ) ',' ( NP ( NNP tuesday ) ) ',1
' ( ROOT ( S ( NP ( DT The ) ( NNP San ) ( NNP Antonio ) ( NNP news ) ( NNP express ) ) ( VP ( VBD reported ) ( NP ( NN yesterday ) ) ( SBAR ( IN that ) ( S ( NP ( NNS negotiation ) ) ( VP ( VBD had ) ( VP ( VBN broken ) ( PRT ( RP down ) ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( DT The ) ( NNP San ) ( NNP Antonio ) ( NNP news ) ( NNP express ) ) ',' ( VBD reported ) ',' ( NP ( NN yesterday ) ) ',1
' ( ROOT ( S ( NP ( DT The ) ( NNPS yankee ) ) ( VP ( VP ( VBD had ) ( VP ( VBN erased ) ( NP ( DT an ) ( JJ early ) ( JJ 4-0 ) ( NN deficit ) ) ) ) ( CC and ) ( VP ( VBD tied ) ( NP ( DT the ) ( NN game ) ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN top ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ ninth ) ) ) ) ) ( SBAR ( WHADVP ( WRB when ) ) ( S ( NP ( NNP Roberto ) ( NNP kelly ) ) ( VP ( VBD smashed ) ( NP ( DT a ) ( JJ two-run ) ( NN homer ) ) ( PP ( IN off ) ( NP ( DT the ) ( ADJP ( RB nearly ) ( JJ invincible ) ) ( NNP Gregg ) ( NNP Olson ) ) ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( NNP Roberto ) ( NNP kelly ) ) ',' ( VBD smashed ) ',' ( NP ( DT a ) ( JJ two-run ) ( NN homer ) ) ',1
' ( ROOT ( S ( NP ( DT The ) ( VBN announced ) ( NN crowd ) ) ( VP ( VBD be ) ( NP ( NP ( CD 15 ) ) ( , , ) ( NP ( CD 568 ) ) ) ) ( . . ) ) ) ',' ( NP ( DT The ) ( VBN announced ) ( NN crowd ) ) ',' ( VBD be ) ',' ( NP ( NP ( CD 15 ) ) ( , , ) ( NP ( CD 568 ) ) ) ',1
' ( ROOT ( S ( NP ( JJ affirmative ) ( NN action ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN policy ) ) ( VP ( VBN designed ) ( S ( VP ( TO to ) ( VP ( VB redress ) ( NP ( NP ( JJ past ) ( NN discrimination ) ) ( PP ( IN against ) ( NP ( NNS woman ) ( CC and ) ( NN minority ) ( NNS group ) ) ) ) ( PP ( IN through ) ( NP ( NNS measure ) ) ) ( S ( VP ( TO to ) ( VP ( VB improve ) ( NP ( JJ economic ) ( CC and ) ( JJ educational ) ( NNS opportunity ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN policy ) ) ',' ( VB Designedtoredress ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ arctic ) ( NN moss ) ) ( VP ( VBZ be ) ( NP ( NP ( NP ( DT an ) ( JJ erect ) ( JJ greyish ) ( VBG branching ) ( NN lichen ) ) ( PP ( IN of ) ( NP ( NNP arctic ) ) ) ) ( CC and ) ( NP ( NP ( RB even ) ( DT some ) ( NN north ) ( JJ temperate ) ( NNS region ) ) ( VP ( VP ( VBG constituting ) ( NP ( NP ( DT the ) ( JJ chief ) ( NN food ) ) ( PP ( IN for ) ( NP ( NN reindeer ) ( CC and ) ( NN caribou ) ) ) ) ) ( CC and ) ( ADVP ( RB sometimes ) ) ( VP ( VBG be ) ( VP ( VBN eaten ) ( PP ( IN by ) ( NP ( NNS humans ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS humans ) ) ',' ( VB Eaten ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ austronesian ) ( NN language ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( NP ( NNP australia ) ( CC and ) ( NNP formosa ) ) ( CC and ) ( NP ( NNP malaysia ) ( CC and ) ( NNP polynesia ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ baltic ) ( NN language ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN branch ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( JJ Indo-European ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN related ) ( PP ( TO to ) ( NP ( DT the ) ( JJ Slavonic ) ( NNS language ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Related ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ bantoid ) ( NN language ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( ADVP ( RB widely ) ) ( VBN spoken ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( JJ southern ) ( NN half ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ African ) ( NN continent ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ basal ) ( NN ganglion ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ) ( PP ( IN of ) ( NP ( NP ( JJ several ) ( NNS masses ) ) ( PP ( IN of ) ( NP ( NP ( JJ subcortical ) ( JJ grey ) ( NN matter ) ) ( PP ( IN at ) ( NP ( NP ( DT the ) ( NN base ) ) ( PP ( IN of ) ( NP ( DT each ) ( JJ cerebral ) ( NN hemisphere ) ) ) ) ) ) ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBP seem ) ( S ( VP ( TO to ) ( VP ( VB be ) ( VP ( VBN involved ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN regulation ) ) ( PP ( IN of ) ( NP ( JJ voluntary ) ( NN movement ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN regulation ) ) ( PP ( IN of ) ( NP ( JJ voluntary ) ( NN movement ) ) ) ) ',' ( VB Involved ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ canary ) ( NN seed ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NNS seed ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB feed ) ( NP ( JJ caged ) ( NNS bird ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS seed ) ) ',' ( VB Usedtofeed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ capitalist ) ( NN economy ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( JJ economic ) ( NN system ) ) ( PP ( VBN based ) ( PP ( IN on ) ( NP ( NP ( JJ private ) ( NN ownership ) ) ( PP ( IN of ) ( NP ( NN capital ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ private ) ( NN ownership ) ) ( PP ( IN of ) ( NP ( NN capital ) ) ) ) ',' ( VB Based ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ common ) ( NN wheat ) ) ( VP ( VBZ be ) ( ADVP ( RB widely ) ) ( VP ( VBN cultivated ) ( PP ( IN in ) ( NP ( NP ( JJ temperate ) ( NNS region ) ) ( PP ( IN in ) ( NP ( NP ( JJ many ) ( NNS variety ) ) ( PP ( IN for ) ( NP ( PRP$ its ) ( ADJP ( RB commercially ) ( JJ important ) ) ( NN grain ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ temperate ) ( NNS region ) ) ( PP ( IN in ) ( NP ( NP ( JJ many ) ( NNS variety ) ) ( PP ( IN for ) ( NP ( PRP$ its ) ( ADJP ( RB commercially ) ( JJ important ) ) ( NN grain ) ) ) ) ) ) ',' ( VB Cultivated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ convertible ) ( NN security ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ corporate ) ( NN security ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN exchanged ) ( PP ( IN for ) ( NP ( NP ( DT another ) ( NN form ) ) ( PP ( IN of ) ( NP ( NN security ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT another ) ( NN form ) ) ( PP ( IN of ) ( NP ( NN security ) ) ) ) ',' ( VB Exchanged ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ convertible ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ corporate ) ( NN security ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN exchanged ) ( PP ( IN for ) ( NP ( NP ( DT another ) ( NN form ) ) ( PP ( IN of ) ( NP ( NN security ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT another ) ( NN form ) ) ( PP ( IN of ) ( NP ( NN security ) ) ) ) ',' ( VB Exchanged ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ eastern ) ( NN cottontail ) ) ( VP ( VBZ be ) ( ADVP ( RB widely ) ) ( VP ( VBN distributed ) ( PP ( IN in ) ( NP ( NP ( NNP United ) ( NNPS state ) ) ( PP ( IN except ) ( NP ( ADVP ( RB northwest ) ( CC and ) ( RB far ) ) ( JJ west ) ( NNS region ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NNP United ) ( NNPS state ) ) ( PP ( IN except ) ( NP ( ADVP ( RB northwest ) ( CC and ) ( RB far ) ) ( JJ west ) ( NNS region ) ) ) ) ',' ( VB Distributed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ equal-area ) ( NN map ) ( NN projection ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN map ) ( NN projection ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( NNS quadrilateral ) ) ( VP ( VBN formed ) ( PP ( IN by ) ( NP ( NNS meridian ) ( CC and ) ( NNS parallel ) ) ) ) ) ( VP ( VBP have ) ( NP ( NP ( DT an ) ( NN area ) ) ( PP ( IN on ) ( NP ( DT the ) ( NN map ) ( JJ proportional ) ) ) ) ( PP ( TO to ) ( NP ( NP ( NN area ) ) ( PP ( IN on ) ( NP ( DT the ) ( NN globe ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS quadrilateral ) ) ',' ( VB Formed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ everlasting ) ( NN flower ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ) ( PP ( IN of ) ( NP ( NP ( JJ various ) ( NNS plant ) ) ( PP ( IN of ) ( NP ( NP ( JJ various ) ( NN genus ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN family ) ( NNP compositae ) ) ) ) ) ) ) ( VP ( VBG having ) ( NP ( NP ( NNS flower ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN dried ) ( PP ( IN without ) ( NP ( NP ( NN loss ) ) ( PP ( IN of ) ( NP ( NN form ) ( CC or ) ( NN color ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN loss ) ) ( PP ( IN of ) ( NP ( NN form ) ( CC or ) ( NN color ) ) ) ) ',' ( VB Dried ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ everlasting ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ) ( PP ( IN of ) ( NP ( NP ( JJ various ) ( NNS plant ) ) ( PP ( IN of ) ( NP ( NP ( JJ various ) ( NN genus ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN family ) ( NNP compositae ) ) ) ) ) ) ) ( VP ( VBG having ) ( NP ( NP ( NNS flower ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN dried ) ( PP ( IN without ) ( NP ( NP ( NN loss ) ) ( PP ( IN of ) ( NP ( NN form ) ( CC or ) ( NN color ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN loss ) ) ( PP ( IN of ) ( NP ( NN form ) ( CC or ) ( NN color ) ) ) ) ',' ( VB Dried ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ fixed-point ) ( NN notation ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN radix ) ( NN numeration ) ( NN system ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( DT the ) ( NN location ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ decimal ) ( NN point ) ) ) ) ( VP ( VBZ be ) ( VP ( VBN fixed ) ( PP ( IN by ) ( NP ( NN convention ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN convention ) ) ',' ( VB Fixed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ floating-point ) ( NN notation ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN radix ) ( NN numeration ) ( NN system ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( DT the ) ( NN location ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ decimal ) ( NN point ) ) ) ) ( VP ( VBZ be ) ( VP ( VBN indicated ) ( PP ( IN by ) ( NP ( NP ( DT an ) ( NN exponent ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN radix ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT an ) ( NN exponent ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN radix ) ) ) ) ',' ( VB Indicated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ free ) ( NN port ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN area ) ) ( NP ( JJ adjoining ) ( DT a ) ( NN port ) ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( NP ( NP ( NNS good ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBP be ) ( VP ( VBN intended ) ( PP ( IN for ) ( NP ( NN reshipment ) ) ) ) ) ) ) ) ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN received ) ( CC and ) ( VBN stored ) ( PP ( IN without ) ( NP ( NP ( NN payment ) ) ( PP ( IN of ) ( NP ( NNS duty ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN payment ) ) ( PP ( IN of ) ( NP ( NNS duty ) ) ) ) ',' ( VB Intended ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ free ) ( NN port ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN area ) ) ( NP ( JJ adjoining ) ( DT a ) ( NN port ) ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( NP ( NP ( NNS good ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBP be ) ( VP ( VBN intended ) ( PP ( IN for ) ( NP ( NN reshipment ) ) ) ) ) ) ) ) ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN received ) ( CC and ) ( VBN stored ) ( PP ( IN without ) ( NP ( NP ( NN payment ) ) ( PP ( IN of ) ( NP ( NNS duty ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN payment ) ) ( PP ( IN of ) ( NP ( NNS duty ) ) ) ) ',' ( VB Received ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ free ) ( NN zone ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN area ) ) ( NP ( JJ adjoining ) ( DT a ) ( NN port ) ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( NP ( NP ( NNS good ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBP be ) ( VP ( VBN intended ) ( PP ( IN for ) ( NP ( NN reshipment ) ) ) ) ) ) ) ) ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN received ) ( CC and ) ( VBN stored ) ( PP ( IN without ) ( NP ( NP ( NN payment ) ) ( PP ( IN of ) ( NP ( NNS duty ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN reshipment ) ) ',' ( VB Received ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ french ) ( NN horn ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN brass ) ( JJ musical ) ( NN instrument ) ) ( VP ( VBG consisting ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( JJ conical ) ( NN tube ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VP ( VBN coiled ) ( PP ( IN into ) ( NP ( DT a ) ( NN spiral ) ) ) ) ( CC and ) ( VP ( VBN played ) ( PP ( IN by ) ( NP ( NP ( NNS means ) ) ( PP ( IN of ) ( NP ( NNS valve ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN spiral ) ) ',' ( VB Coiled ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ glacial ) ( NN boulder ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN boulder ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ has ) ( VP ( VBN be ) ( VP ( VBN carried ) ( PP ( IN by ) ( NP ( DT a ) ( NN glacier ) ) ) ( PP ( TO to ) ( NP ( NP ( DT a ) ( NN place ) ) ( ADJP ( RB far ) ( JJ distant ) ) ) ) ( PP ( IN from ) ( NP ( NP ( NN place ) ) ( PP ( IN of ) ( NP ( NN origin ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN place ) ) ( PP ( IN of ) ( NP ( NN origin ) ) ) ) ',' ( VB Carried ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ great ) ( NN circle ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ circular ) ( NN line ) ) ( PP ( IN on ) ( NP ( NP ( DT the ) ( NN surface ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( NN sphere ) ) ( VP ( VBN formed ) ( PP ( IN by ) ( S ( VP ( VBG intersecting ) ( PP ( IN with ) ( NP ( NP ( DT a ) ( NN plane ) ) ( VP ( VBG passing ) ( PP ( IN through ) ( NP ( DT the ) ( NN center ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN sphere ) ) ',' ( VB Formed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ immovable ) ( NN bandage ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN bandage ) ) ( PP ( IN of ) ( NP ( NP ( NN cloth ) ) ( VP ( VBN impregnated ) ( PP ( IN with ) ( NP ( NP ( DT a ) ( NN substance ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ hardens ) ( SBAR ( RB soon ) ( IN after ) ( S ( NP ( PRP it ) ) ( VP ( VBZ be ) ( VP ( VBN applied ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN cloth ) ) ',' ( VB Impregnated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ immune ) ( NN globulin ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN class ) ) ( PP ( IN of ) ( NP ( NP ( NNS protein ) ) ( VP ( VBN produced ) ( PP ( IN in ) ( NP ( NP ( NN lymph ) ( NN tissue ) ) ( UCP ( PP ( IN in ) ( NP ( NNS vertebrate ) ) ) ( CC and ) ( SBAR ( IN that ) ( FRAG ( NP ( NN function ) ) ) ) ) ) ) ( PP ( IN as ) ( NP ( NP ( NNS antibody ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ immune ) ( NN response ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS protein ) ) ',' ( VB Produced ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ immune ) ( NN serum ) ( NN globulin ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN class ) ) ( PP ( IN of ) ( NP ( NP ( NNS protein ) ) ( VP ( VBN produced ) ( PP ( IN in ) ( NP ( NP ( NN lymph ) ( NN tissue ) ) ( UCP ( PP ( IN in ) ( NP ( NNS vertebrate ) ) ) ( CC and ) ( SBAR ( IN that ) ( FRAG ( NP ( NN function ) ) ) ) ) ) ) ( PP ( IN as ) ( NP ( NP ( NNS antibody ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ immune ) ( NN response ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS protein ) ) ',' ( VB Produced ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( JJ iraqi ) ( JJ national ) ( NN congress ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ heterogeneous ) ( NN collection ) ) ( PP ( IN of ) ( NP ( NP ( NNS group ) ) ( VP ( VBN united ) ( PP ( IN in ) ( NP ( PRP$ their ) ( NN opposition ) ) ) ( PP ( TO to ) ( NP ( NP ( NNP saddam ) ( NNP hussein ) ( NN government ) ) ( PP ( IN of ) ( NP ( NNP iraq ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS group ) ) ',' ( VB United ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ kamchatkan ) ( NN sea ) ( NN eagle ) ) ( VP ( VBZ be ) ( VP ( VBN found ) ( PP ( IN on ) ( NP ( NP ( NNS coast ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ northwestern ) ( NNP pacific ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NNS coast ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ northwestern ) ( NNP pacific ) ) ) ) ',' ( VB Found ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( JJ machine-readable ) ( NN text ) ) ( VP ( VBZ be ) ( NP ( NP ( JJ electronic ) ( NN text ) ) ( SBAR ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN stored ) ( PP ( IN as ) ( NP ( NP ( NNS strings ) ) ( PP ( IN of ) ( NP ( NNS character ) ) ) ) ) ) ) ) ) ( CC and ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN displayed ) ( PP ( IN in ) ( NP ( NP ( DT a ) ( NN variety ) ) ( PP ( IN of ) ( NP ( NNS format ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN variety ) ) ( PP ( IN of ) ( NP ( NNS format ) ) ) ) ',' ( VB Displayed ) ',' ( NP ( NN thing ) ) ',0
